prize,category,year,status,title,author
Booker,Fiction,1983,Nominee,Rates of Exchange,Malcolm Bradbury
Booker,Fiction,1983,Nominee,The Illusionist,Anita Mason
Booker,Fiction,1982,Nominee,Sour Sweet,Timothy Mo
Booker,Fiction,1982,Nominee,Constance,Lawrence Durrell
Booker,Fiction,1982,Nominee,Silence Among the Weapons,John Arden
Booker,Fiction,1982,Nominee,The 27th Kingdom,Alice Thomas Ellis
Booker,Fiction,1981,Nominee,The Comfort of Strangers,Ian McEwan
Booker,Fiction,1981,Nominee,The Sirian Experiments,Doris Lessing
Booker,Fiction,1981,Nominee,The White Hotel,D. M. Thomas
Booker,Fiction,1981,Nominee,Rhine Journey,Ann Schlee
Booker,Fiction,1981,Nominee,Good Behaviour,Molly Keane
Booker,Fiction,1980,Nominee,Clear Light of Day,Anita Desai
Booker,Fiction,1980,Nominee,A Month in the Country,J. L. Carr
Booker,Fiction,1980,Nominee,No Country for Young Men,Julia O'Faolain
Booker,Fiction,1980,Nominee,The Beggar Maid,Alice Munro
Booker,Fiction,1979,Nominee,Confederates,Thomas Keneally
Booker,Fiction,1979,Nominee,A Bend in the River,V. S. Naipaul
Booker,Fiction,1979,Nominee,Joseph,Julian Rathbone
Booker,Fiction,1979,Nominee,Praxis,Fay Weldon
Booker,Fiction,1978,Nominee,The Bookshop,Penelope Fitzgerald
Booker,Fiction,1978,Nominee,Jake's Thing,Kingsley Amis
Booker,Fiction,1978,Nominee,Rumours of Rain,André Brink
Booker,Fiction,1978,Nominee,A Five-Year Sentence,Bernice Rubens
Booker,Fiction,1978,Nominee,God on the Rocks,Jane Gardam
Booker,Fiction,1977,Nominee,Quartet in Autumn,Barbara Pym
Booker,Fiction,1977,Nominee,Peter Smart's Confessions,Paul Bailey
Booker,Fiction,1977,Nominee,Great Granny Webster,Caroline Blackwood
Booker,Fiction,1977,Nominee,Shadows on our Skin,Jennifer Johnston
Booker,Fiction,1977,Nominee,The Road to Lichfield,Penelope Lively
Booker,Fiction,1976,Nominee,The Doctor's Wife,Brian Moore
Booker,Fiction,1976,Nominee,King Fisher Lives,Julian Rathbone
Booker,Fiction,1976,Nominee,The Children of Dynmouth,William Trevor
Booker,Fiction,1976,Nominee,An Instant in the Wind,André Brink
Booker,Fiction,1976,Nominee,Rising,R. C. Hutchinson
Booker,Fiction,1974,Nominee,Ending Up,Kingsley Amis
Booker,Fiction,1974,Nominee,In Their Wisdom,C. P. Snow
Booker,Fiction,1973,Nominee,The Dressmaker,Beryl Bainbridge
Booker,Fiction,1973,Nominee,The Black Prince,Iris Murdoch
Booker,Fiction,1973,Nominee,A Green Equinox,Elizabeth Mavor
Booker,Fiction,1972,Nominee,The Chant of Jimmie Blacksmith,Thomas Keneally
Booker,Fiction,1972,Nominee,The Bird of Night,Susan Hill
Booker,Fiction,1972,Nominee,Pasmore,David Storey
Booker,Fiction,1971,Nominee,Briefing for a Descent into Hell,Doris Lessing
Booker,Fiction,1971,Nominee,Goshawk Squadron,Derek Robinson
Booker,Fiction,1971,Nominee,The Big Chapel,Thomas Kilroy
Booker,Fiction,1971,Nominee,Mrs. Palfrey at the Claremont,Elizabeth Taylor
Booker,Fiction,1970,Nominee,The Bay of Noon,Shirley Hazzard
Booker,Fiction,1970,Nominee,The Birds on the Trees,Nina Bawden
Booker,Fiction,1970,Nominee,Eva Trout,Elizabeth Bowen
Booker,Fiction,1970,Nominee,Bruno's Dream,Iris Murdoch
Booker,Fiction,1970,Nominee,The Vivisector,Patrick White
Booker,Fiction,1970,Nominee,The Conjunction,T. W. Wheeler
Booker,Fiction,1970,Nominee,John Brown's Body,A. L. Barker
Booker,Fiction,1970,Nominee,Mrs. Eckdorf in O'Neill's Hotel,William Trevor
Booker,Fiction,1969,Nominee,The Public Image,Muriel Spark
Booker,Fiction,1969,Nominee,Figures in a Landscape,Barry England
Booker,Fiction,1969,Nominee,The Nice and the Good,Iris Murdoch
Booker,Fiction,1969,Nominee,From Scenes Like These,Gordon Williams
Booker,Fiction,1969,Nominee,Impossible Object,"Nicholas Mosley, 3rd Baron Ravensdale"
